Weight,Training loss,Training accuracey,Testing loss,Testing accuracy,Testing Precision
0.3,0.5797730088233948,0.7066540122032166,0.5821795463562012,0.7076629400253296,0.8749438370525685
0.4,0.5373655557632446,0.7340521812438965,0.5412581562995911,0.731462836265564,0.86680804487618
0.5,0.5086774826049805,0.7516397833824158,0.5114734768867493,0.7525811195373535,0.8573586805992698
0.6,0.47422629594802856,0.772601842880249,0.4777425229549408,0.7724926471710205,0.8299823243482103
