Weight,Testing loss,Testing accuracy,Precision
0.3,0.5803738236427307,0.706906259059906,0.8772062293534686
0.4,0.5383385419845581,0.7334048748016357,0.8694720970477872
0.5,0.5093755125999451,0.751875102519989,0.8571000929558381
0.6,0.4751048982143402,0.7725745439529419,0.8306334472311757
